Date,Flight Number,A/C,From,From (IATA),To,To (IATA),STD,ATD,STA,ATA,Flight Time (Schedual),Flight Time (Actual),Delay (Departure),Is Weekday
2023-01-27,DD304,HS-DBX,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 10:15:00,1900-01-01 12:09:00,1900-01-01 13:10:00,1900-01-01 13:00:00,0 days 02:55:00,0 days 00:51:00,0 days 01:54:00,True
2023-01-27,DD201,HS-DBX,Phitsanulok ,PHS,Bangkok ,DMK,1900-01-01 08:30:00,1900-01-01 10:09:00,1900-01-01 09:30:00,1900-01-01 10:48:00,0 days 01:00:00,0 days 00:39:00,0 days 01:39:00,True
2023-01-27,DD121,HS-DBX,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 07:10:00,1900-01-01 07:05:00,1900-01-01 08:15:00,1900-01-01 07:56:00,0 days 01:05:00,0 days 00:51:00,0 days 00:00:00,True
2023-01-27,DD200,HS-DBX,Bangkok ,DMK,Phitsanulok ,PHS,1900-01-01 07:05:00,1900-01-01 08:54:00,1900-01-01 08:00:00,1900-01-01 09:30:00,0 days 00:55:00,0 days 00:36:00,0 days 01:49:00,True
2023-01-26,DD120,HS-DBX,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-02 05:30:00,1900-01-02 05:33:00,1900-01-02 06:40:00,1900-01-02 06:24:00,0 days 01:10:00,0 days 00:51:00,0 days 00:03:00,True
2023-01-26,DD559,HS-DBX,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 20:15:00,1900-01-01 21:33:00,1900-01-01 22:20:00,1900-01-01 22:33:00,0 days 02:05:00,0 days 01:00:00,0 days 01:18:00,True
2023-01-26,DD558,HS-DBX,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 18:35:00,1900-01-01 19:54:00,1900-01-01 19:45:00,1900-01-01 20:53:00,0 days 01:10:00,0 days 00:59:00,0 days 01:19:00,True
2023-01-26,DD327,HS-DBX,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 17:10:00,1900-01-01 18:19:00,1900-01-01 18:10:00,1900-01-01 19:06:00,0 days 01:00:00,0 days 00:47:00,0 days 01:09:00,True
2023-01-26,DD326,HS-DBX,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 15:35:00,1900-01-01 16:44:00,1900-01-01 16:40:00,1900-01-01 17:37:00,0 days 01:05:00,0 days 00:53:00,0 days 01:09:00,True
2023-01-26,DD325,HS-DBX,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 15:05:00,1900-01-01 15:00:00,1900-01-01 16:05:00,1900-01-01 15:45:00,0 days 01:00:00,0 days 00:45:00,0 days 00:00:00,True
2023-01-26,DD324,HS-DBX,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 13:25:00,1900-01-01 13:30:00,1900-01-01 14:35:00,1900-01-01 14:19:00,0 days 01:10:00,0 days 00:49:00,0 days 00:05:00,True
2023-01-26,DD553,HS-DBX,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 11:30:00,1900-01-01 11:37:00,1900-01-01 12:40:00,1900-01-01 12:37:00,0 days 01:10:00,0 days 01:00:00,0 days 00:07:00,True
2023-01-26,DD552,HS-DBX,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 09:45:00,1900-01-01 10:05:00,1900-01-01 11:00:00,1900-01-01 10:57:00,0 days 01:15:00,0 days 00:52:00,0 days 00:20:00,True
2023-01-26,DD501,HS-DBX,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 07:45:00,1900-01-01 07:50:00,1900-01-01 09:10:00,1900-01-01 08:59:00,0 days 01:25:00,0 days 01:09:00,0 days 00:05:00,True
2023-01-25,DD500,HS-DBX,Bangkok ,DMK,Hat Yai ,HDY,1900-01-02 05:50:00,1900-01-02 05:58:00,1900-01-01 07:15:00,1900-01-01 07:06:00,0 days 01:25:00,0 days 01:08:00,0 days 00:08:00,True
2023-01-25,DD506,HS-DBX,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 19:30:00,1900-01-01 20:19:00,1900-01-01 20:55:00,1900-01-01 21:26:00,0 days 01:25:00,0 days 01:07:00,0 days 00:49:00,True
2023-01-25,DD177,HS-DBX,Nan ,NNT,Bangkok ,DMK,1900-01-01 18:15:00,1900-01-01 18:25:00,1900-01-01 19:40:00,1900-01-01 19:17:00,0 days 01:25:00,0 days 00:52:00,0 days 00:10:00,True
2023-01-25,DD176,HS-DBX,Bangkok ,DMK,Nan ,NNT,1900-01-01 16:35:00,1900-01-01 16:54:00,1900-01-01 18:00:00,1900-01-01 17:48:00,0 days 01:25:00,0 days 00:54:00,0 days 00:19:00,True
2023-01-25,DD131,HS-DBX,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 14:05:00,1900-01-01 15:06:00,1900-01-01 15:50:00,1900-01-01 15:59:00,0 days 01:45:00,0 days 00:53:00,0 days 01:01:00,True
2023-01-25,DD130,HS-DBX,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 12:20:00,1900-01-01 13:29:00,1900-01-01 14:15:00,1900-01-01 14:21:00,0 days 01:55:00,0 days 00:52:00,0 days 01:09:00,True
2023-01-25,DD593,HS-DBX,Trang ,TST,Bangkok ,DMK,1900-01-01 11:15:00,1900-01-01 11:16:00,1900-01-01 12:35:00,1900-01-01 12:26:00,0 days 01:20:00,0 days 01:10:00,0 days 00:01:00,True
2023-01-25,DD592,HS-DBX,Bangkok ,DMK,Trang ,TST,1900-01-01 09:25:00,1900-01-01 09:34:00,1900-01-01 10:45:00,1900-01-01 10:41:00,0 days 01:20:00,0 days 01:07:00,0 days 00:09:00,True
2023-01-25,DD301,HS-DBX,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 07:35:00,1900-01-01 07:29:00,1900-01-01 08:35:00,1900-01-01 08:16:00,0 days 01:00:00,0 days 00:47:00,0 days 00:00:00,True
2023-01-24,DD300,HS-DBX,Bangkok ,DMK,Udon Thani ,UTH,1900-01-02 06:00:00,1900-01-02 06:05:00,1900-01-01 07:05:00,1900-01-02 06:54:00,0 days 01:05:00,0 days 00:49:00,0 days 00:05:00,True
2023-01-24,DD137,HS-DBX,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 19:40:00,1900-01-01 20:41:00,1900-01-01 21:40:00,1900-01-01 21:31:00,0 days 02:00:00,0 days 00:50:00,0 days 01:01:00,True
2023-01-24,DD136,HS-DBX,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 18:00:00,1900-01-01 19:02:00,1900-01-01 20:05:00,1900-01-01 19:53:00,0 days 02:05:00,0 days 00:51:00,0 days 01:02:00,True
2023-01-24,DD369,HS-DBX,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 17:20:00,1900-01-01 17:26:00,1900-01-01 18:25:00,1900-01-01 18:14:00,0 days 01:05:00,0 days 00:48:00,0 days 00:06:00,True
2023-01-24,DD368,HS-DBX,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 15:40:00,1900-01-01 15:51:00,1900-01-01 16:50:00,1900-01-01 16:44:00,0 days 01:10:00,0 days 00:53:00,0 days 00:11:00,True
2023-01-24,DD131,HS-DBX,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 14:05:00,1900-01-01 14:08:00,1900-01-01 15:10:00,1900-01-01 15:00:00,0 days 01:05:00,0 days 00:52:00,0 days 00:03:00,True
2023-01-24,DD130,HS-DBX,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 12:20:00,1900-01-01 12:25:00,1900-01-01 13:35:00,1900-01-01 13:15:00,0 days 01:15:00,0 days 00:50:00,0 days 00:05:00,True
2023-01-24,DD523,HS-DBX,Phuket ,HKT,Bangkok ,DMK,1900-01-01 09:10:00,1900-01-01 09:42:00,1900-01-01 10:40:00,1900-01-01 10:47:00,0 days 01:30:00,0 days 01:05:00,0 days 00:32:00,True
2023-01-24,DD522,HS-DBX,Bangkok ,DMK,Phuket ,HKT,1900-01-01 07:20:00,1900-01-01 07:46:00,1900-01-01 08:40:00,1900-01-01 08:49:00,0 days 01:20:00,0 days 01:03:00,0 days 00:26:00,True
2023-01-23,DD137,HS-DBX,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 20:40:00,1900-01-01 21:38:00,1900-01-01 21:45:00,1900-01-01 22:33:00,0 days 01:05:00,0 days 00:55:00,0 days 00:58:00,True
2023-01-23,DD136,HS-DBX,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 19:00:00,1900-01-01 20:02:00,1900-01-01 20:10:00,1900-01-01 20:52:00,0 days 01:10:00,0 days 00:50:00,0 days 01:02:00,True
2023-01-23,DD309,HS-DBX,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 17:35:00,1900-01-01 18:14:00,1900-01-01 18:35:00,1900-01-01 19:02:00,0 days 01:00:00,0 days 00:48:00,0 days 00:39:00,True
2023-01-23,DD308,HS-DBX,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 16:00:00,1900-01-01 16:45:00,1900-01-01 17:05:00,1900-01-01 17:32:00,0 days 01:05:00,0 days 00:47:00,0 days 00:45:00,True
2023-01-22,DD311,HS-DBX,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 21:30:00,1900-01-01 21:39:00,1900-01-01 22:30:00,1900-01-01 22:22:00,0 days 01:00:00,0 days 00:43:00,0 days 00:09:00,False
2023-01-22,DD310,HS-DBX,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 19:55:00,1900-01-01 20:10:00,1900-01-01 21:00:00,1900-01-01 20:57:00,0 days 01:05:00,0 days 00:47:00,0 days 00:15:00,False
2023-01-22,DD177,HS-DBX,Nan ,NNT,Bangkok ,DMK,1900-01-01 18:15:00,1900-01-01 18:17:00,1900-01-01 19:25:00,1900-01-01 19:05:00,0 days 01:10:00,0 days 00:48:00,0 days 00:02:00,False
2023-01-22,DD176,HS-DBX,Bangkok ,DMK,Nan ,NNT,1900-01-01 16:35:00,1900-01-01 16:42:00,1900-01-01 17:45:00,1900-01-01 17:35:00,0 days 01:10:00,0 days 00:53:00,0 days 00:07:00,False
2023-01-22,DD325,HS-DBX,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 15:05:00,1900-01-01 15:06:00,1900-01-01 16:05:00,1900-01-01 15:54:00,0 days 01:00:00,0 days 00:48:00,0 days 00:01:00,False
2023-01-22,DD324,HS-DBX,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 13:30:00,1900-01-01 13:32:00,1900-01-01 14:35:00,1900-01-01 14:23:00,0 days 01:05:00,0 days 00:51:00,0 days 00:02:00,False
2023-01-22,DD503,HS-DBX,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 11:35:00,1900-01-01 11:27:00,1900-01-01 13:00:00,1900-01-01 12:35:00,0 days 01:25:00,0 days 01:08:00,0 days 00:00:00,False
2023-01-22,DD502,HS-DBX,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 09:40:00,1900-01-01 09:41:00,1900-01-01 11:05:00,1900-01-01 10:48:00,0 days 01:25:00,0 days 01:07:00,0 days 00:01:00,False
2023-01-22,DD101,HS-DBX,Chiang Rai ,CEI,Bangkok ,DMK,1900-01-01 07:55:00,1900-01-01 07:52:00,1900-01-01 09:10:00,1900-01-01 08:50:00,0 days 01:15:00,0 days 00:58:00,0 days 00:00:00,False
2023-01-21,DD100,HS-DBX,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-02 06:10:00,1900-01-02 06:15:00,1900-01-01 07:25:00,1900-01-01 07:14:00,0 days 01:15:00,0 days 00:59:00,0 days 00:05:00,False
2023-01-21,DD507,HS-DBX,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 20:10:00,1900-01-01 21:35:00,1900-01-01 22:20:00,1900-01-01 22:45:00,0 days 02:10:00,0 days 01:10:00,0 days 01:25:00,False
2023-01-21,DD506,HS-DBX,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 18:10:00,1900-01-01 19:32:00,1900-01-01 20:25:00,1900-01-01 20:41:00,0 days 02:15:00,0 days 01:09:00,0 days 01:22:00,False
2023-01-21,DD369,HS-DBX,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 17:20:00,1900-01-01 18:01:00,1900-01-01 18:30:00,1900-01-01 18:49:00,0 days 01:10:00,0 days 00:48:00,0 days 00:41:00,False
2023-01-21,DD368,HS-DBX,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 15:40:00,1900-01-01 16:37:00,1900-01-01 16:55:00,1900-01-01 17:31:00,0 days 01:15:00,0 days 00:54:00,0 days 00:57:00,False
2023-01-21,DD127,HS-DBX,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 12:15:00,1900-01-01 14:23:00,1900-01-01 14:00:00,1900-01-01 15:17:00,0 days 01:45:00,0 days 00:54:00,0 days 02:08:00,False
2023-01-21,DD126,HS-DBX,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 10:35:00,1900-01-01 12:46:00,1900-01-01 12:20:00,1900-01-01 13:42:00,0 days 01:45:00,0 days 00:56:00,0 days 02:11:00,False
2023-01-21,DD101,HS-DBX,Chiang Rai ,CEI,Bangkok ,DMK,1900-01-01 07:55:00,1900-01-01 10:49:00,1900-01-01 09:10:00,1900-01-01 11:50:00,0 days 01:15:00,0 days 01:01:00,0 days 02:54:00,False
2023-01-21,DD121,HS-DBX,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 07:10:00,1900-01-01 07:13:00,1900-01-01 08:15:00,1900-01-01 08:08:00,0 days 01:05:00,0 days 00:55:00,0 days 00:03:00,False
2023-01-20,DD100,HS-DBX,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-02 06:10:00,1900-01-01 09:11:00,1900-01-01 07:25:00,1900-01-01 10:13:00,0 days 01:15:00,0 days 01:02:00,0 days 00:00:00,True
2023-01-20,DD120,HS-DBX,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-02 05:30:00,1900-01-02 05:35:00,1900-01-02 06:40:00,1900-01-02 06:29:00,0 days 01:10:00,0 days 00:54:00,0 days 00:05:00,True
2023-01-20,DD505,HS-DBX,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 16:35:00,1900-01-01 19:24:00,1900-01-01 19:15:00,1900-01-01 20:35:00,0 days 02:40:00,0 days 01:11:00,0 days 02:49:00,True
2023-01-20,DD504,HS-DBX,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 14:35:00,1900-01-01 17:35:00,1900-01-01 17:20:00,1900-01-01 18:40:00,0 days 02:45:00,0 days 01:05:00,0 days 03:00:00,True
2023-01-20,DD537,HS-DBX,Phuket ,HKT,Bangkok ,DMK,1900-01-01 13:55:00,1900-01-01 15:29:00,1900-01-01 16:20:00,1900-01-01 16:38:00,0 days 02:25:00,0 days 01:09:00,0 days 01:34:00,True
2023-01-27,DD554,HS-DBY,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 12:30:00,1900-01-01 13:38:00,1900-01-01 14:20:00,1900-01-01 14:36:00,0 days 01:50:00,0 days 00:58:00,0 days 01:08:00,True
2023-01-27,DD552,HS-DBY,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 11:46:00,1900-01-01 11:46:00,1900-01-01 12:45:00,1900-01-01 12:45:00,0 days 00:59:00,0 days 00:59:00,0 days 00:00:00,True
2023-01-27,DD552,HS-DBY,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 09:45:00,1900-01-01 10:08:00,1900-01-01 11:00:00,1900-01-01 11:06:00,0 days 01:15:00,0 days 00:58:00,0 days 00:23:00,True
2023-01-27,DD501,HS-DBY,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 07:45:00,1900-01-01 07:56:00,1900-01-01 09:10:00,1900-01-01 09:07:00,0 days 01:25:00,0 days 01:11:00,0 days 00:11:00,True
2023-01-26,DD500,HS-DBY,Bangkok ,DMK,Hat Yai ,HDY,1900-01-02 05:50:00,1900-01-02 05:54:00,1900-01-01 07:15:00,1900-01-01 07:02:00,0 days 01:25:00,0 days 01:08:00,0 days 00:04:00,True
2023-01-26,DD535,HS-DBY,Phuket ,HKT,Bangkok ,DMK,1900-01-01 22:05:00,1900-01-01 22:58:00,1900-01-01 23:35:00,1900-01-02 00:10:00,0 days 01:30:00,0 days 01:12:00,0 days 00:53:00,True
2023-01-26,DD534,HS-DBY,Bangkok ,DMK,Phuket ,HKT,1900-01-01 20:15:00,1900-01-01 20:55:00,1900-01-01 21:25:00,1900-01-01 22:00:00,0 days 01:10:00,0 days 01:05:00,0 days 00:40:00,True
2023-01-26,DD177,HS-DBY,Nan ,NNT,Bangkok ,DMK,1900-01-01 18:15:00,1900-01-01 18:43:00,1900-01-01 19:25:00,1900-01-01 19:33:00,0 days 01:10:00,0 days 00:50:00,0 days 00:28:00,True
2023-01-26,DD176,HS-DBY,Bangkok ,DMK,Nan ,NNT,1900-01-01 16:35:00,1900-01-01 17:05:00,1900-01-01 17:45:00,1900-01-01 17:57:00,0 days 01:10:00,0 days 00:52:00,0 days 00:30:00,True
2023-01-26,DD365,HS-DBY,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 14:50:00,1900-01-01 15:24:00,1900-01-01 16:00:00,1900-01-01 16:13:00,0 days 01:10:00,0 days 00:49:00,0 days 00:34:00,True
2023-01-26,DD364,HS-DBY,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 13:10:00,1900-01-01 13:51:00,1900-01-01 14:20:00,1900-01-01 14:47:00,0 days 01:10:00,0 days 00:56:00,0 days 00:41:00,True
2023-01-26,DD103,HS-DBY,Chiang Rai ,CEI,Bangkok ,DMK,1900-01-01 12:00:00,1900-01-01 12:00:00,1900-01-01 13:15:00,1900-01-01 13:01:00,0 days 01:15:00,0 days 01:01:00,0 days 00:00:00,True
2023-01-26,DD102,HS-DBY,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-01 10:15:00,1900-01-01 10:22:00,1900-01-01 11:30:00,1900-01-01 11:20:00,0 days 01:15:00,0 days 00:58:00,0 days 00:07:00,True
2023-01-26,DD361,HS-DBY,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 08:40:00,1900-01-01 08:41:00,1900-01-01 09:45:00,1900-01-01 09:30:00,0 days 01:05:00,0 days 00:49:00,0 days 00:01:00,True
2023-01-26,DD360,HS-DBY,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 07:00:00,1900-01-01 07:13:00,1900-01-01 08:10:00,1900-01-01 08:05:00,0 days 01:10:00,0 days 00:52:00,0 days 00:13:00,True
2023-01-25,DD137,HS-DBY,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 21:05:00,1900-01-01 21:18:00,1900-01-01 22:10:00,1900-01-01 22:10:00,0 days 01:05:00,0 days 00:52:00,0 days 00:13:00,True
2023-01-25,DD136,HS-DBY,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 19:25:00,1900-01-01 19:33:00,1900-01-01 20:35:00,1900-01-01 20:28:00,0 days 01:10:00,0 days 00:55:00,0 days 00:08:00,True
2023-01-25,DD309,HS-DBY,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 17:55:00,1900-01-01 17:55:00,1900-01-01 18:55:00,1900-01-01 18:40:00,0 days 01:00:00,0 days 00:45:00,0 days 00:00:00,True
2023-01-25,DD308,HS-DBY,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 16:20:00,1900-01-01 16:28:00,1900-01-01 17:25:00,1900-01-01 17:20:00,0 days 01:05:00,0 days 00:52:00,0 days 00:08:00,True
2023-01-25,DD851,HS-DBY,Ho Chi Minh City ,SGN,Bangkok ,DMK,1900-01-01 14:00:00,1900-01-01 14:26:00,1900-01-01 15:30:00,1900-01-01 15:37:00,0 days 01:30:00,0 days 01:11:00,0 days 00:26:00,True
2023-01-25,DD850,HS-DBY,Bangkok ,DMK,Ho Chi Minh City ,SGN,1900-01-01 11:45:00,1900-01-01 11:53:00,1900-01-01 13:15:00,1900-01-01 13:13:00,0 days 01:30:00,0 days 01:20:00,0 days 00:08:00,True
2023-01-25,DD201,HS-DBY,Phitsanulok ,PHS,Bangkok ,DMK,1900-01-01 08:30:00,1900-01-01 08:30:00,1900-01-01 09:30:00,1900-01-01 09:10:00,0 days 01:00:00,0 days 00:40:00,0 days 00:00:00,True
2023-01-25,DD200,HS-DBY,Bangkok ,DMK,Phitsanulok ,PHS,1900-01-01 07:05:00,1900-01-01 07:07:00,1900-01-01 08:00:00,1900-01-01 07:45:00,0 days 00:55:00,0 days 00:38:00,0 days 00:02:00,True
2023-01-24,DD311,HS-DBY,Udon Thani ,UTH,Bangkok ,DMK,1900-01-01 20:35:00,1900-01-01 21:21:00,1900-01-01 22:10:00,1900-01-01 22:04:00,0 days 01:35:00,0 days 00:43:00,0 days 00:46:00,True
2023-01-24,DD310,HS-DBY,Bangkok ,DMK,Udon Thani ,UTH,1900-01-01 19:00:00,1900-01-01 19:52:00,1900-01-01 20:40:00,1900-01-01 20:40:00,0 days 01:40:00,0 days 00:48:00,0 days 00:52:00,True
2023-01-24,DD327,HS-DBY,Ubon Ratchathani ,UBP,Bangkok ,DMK,1900-01-01 17:10:00,1900-01-01 18:06:00,1900-01-01 19:05:00,1900-01-01 18:56:00,0 days 01:55:00,0 days 00:50:00,0 days 00:56:00,True
2023-01-24,DD326,HS-DBY,Bangkok ,DMK,Ubon Ratchathani ,UBP,1900-01-01 15:35:00,1900-01-01 16:37:00,1900-01-01 17:35:00,1900-01-01 17:29:00,0 days 02:00:00,0 days 00:52:00,0 days 01:02:00,True
2023-01-24,DD365,HS-DBY,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 14:50:00,1900-01-01 14:53:00,1900-01-01 16:00:00,1900-01-01 15:43:00,0 days 01:10:00,0 days 00:50:00,0 days 00:03:00,True
2023-01-24,DD364,HS-DBY,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 13:10:00,1900-01-01 13:18:00,1900-01-01 14:20:00,1900-01-01 14:17:00,0 days 01:10:00,0 days 00:59:00,0 days 00:08:00,True
2023-01-24,DD593,HS-DBY,Trang ,TST,Bangkok ,DMK,1900-01-01 11:15:00,1900-01-01 11:13:00,1900-01-01 12:35:00,1900-01-01 12:23:00,0 days 01:20:00,0 days 01:10:00,0 days 00:00:00,True
2023-01-24,DD592,HS-DBY,Bangkok ,DMK,Trang ,TST,1900-01-01 09:25:00,1900-01-01 09:29:00,1900-01-01 10:45:00,1900-01-01 10:37:00,0 days 01:20:00,0 days 01:08:00,0 days 00:04:00,True
2023-01-24,DD551,HS-DBY,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 07:40:00,1900-01-01 07:49:00,1900-01-01 08:50:00,1900-01-01 08:45:00,0 days 01:10:00,0 days 00:56:00,0 days 00:09:00,True
2023-01-23,DD550,HS-DBY,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-02 06:00:00,1900-01-02 06:06:00,1900-01-01 07:10:00,1900-01-01 07:01:00,0 days 01:10:00,0 days 00:55:00,0 days 00:06:00,True
2023-01-23,DD535,HS-DBY,Phuket ,HKT,Bangkok ,DMK,1900-01-01 22:20:00,1900-01-01 22:26:00,1900-01-01 23:40:00,1900-01-01 23:29:00,0 days 01:20:00,0 days 01:03:00,0 days 00:06:00,True
2023-01-23,DD534,HS-DBY,Bangkok ,DMK,Phuket ,HKT,1900-01-01 20:30:00,1900-01-01 20:37:00,1900-01-01 21:50:00,1900-01-01 21:39:00,0 days 01:20:00,0 days 01:02:00,0 days 00:07:00,True
2023-01-23,DD505,HS-DBY,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 17:20:00,1900-01-01 18:23:00,1900-01-01 18:45:00,1900-01-01 19:33:00,0 days 01:25:00,0 days 01:10:00,0 days 01:03:00,True
2023-01-23,DD504,HS-DBY,Bangkok ,DMK,Hat Yai ,HDY,1900-01-01 15:25:00,1900-01-01 16:32:00,1900-01-01 16:50:00,1900-01-01 17:43:00,0 days 01:25:00,0 days 01:11:00,0 days 01:07:00,True
2023-01-23,DD365,HS-DBY,Sakon Nakhon ,SNO,Bangkok ,DMK,1900-01-01 14:50:00,1900-01-01 14:50:00,1900-01-01 16:00:00,1900-01-01 15:38:00,0 days 01:10:00,0 days 00:48:00,0 days 00:00:00,True
2023-01-23,DD364,HS-DBY,Bangkok ,DMK,Sakon Nakhon ,SNO,1900-01-01 13:10:00,1900-01-01 13:19:00,1900-01-01 14:20:00,1900-01-01 14:13:00,0 days 01:10:00,0 days 00:54:00,0 days 00:09:00,True
2023-01-23,DD553,HS-DBY,Nakhon Si Thammarat ,NST,Bangkok ,DMK,1900-01-01 11:30:00,1900-01-01 11:36:00,1900-01-01 12:40:00,1900-01-01 12:31:00,0 days 01:10:00,0 days 00:55:00,0 days 00:06:00,True
2023-01-23,DD552,HS-DBY,Bangkok ,DMK,Nakhon Si Thammarat ,NST,1900-01-01 09:45:00,1900-01-01 09:58:00,1900-01-01 11:00:00,1900-01-01 10:56:00,0 days 01:15:00,0 days 00:58:00,0 days 00:13:00,True
2023-01-23,DD501,HS-DBY,Hat Yai ,HDY,Bangkok ,DMK,1900-01-01 07:45:00,1900-01-01 07:48:00,1900-01-01 09:10:00,1900-01-01 09:02:00,0 days 01:25:00,0 days 01:14:00,0 days 00:03:00,True
2023-01-22,DD500,HS-DBY,Bangkok ,DMK,Hat Yai ,HDY,1900-01-02 05:50:00,1900-01-02 05:51:00,1900-01-01 07:15:00,1900-01-01 07:00:00,0 days 01:25:00,0 days 01:09:00,0 days 00:01:00,False
2023-01-22,DD109,HS-DBY,Chiang Rai ,CEI,Bangkok ,DMK,1900-01-01 20:45:00,1900-01-01 21:07:00,1900-01-01 22:00:00,1900-01-01 22:06:00,0 days 01:15:00,0 days 00:59:00,0 days 00:22:00,False
2023-01-22,DD108,HS-DBY,Bangkok ,DMK,Chiang Rai ,CEI,1900-01-01 19:00:00,1900-01-01 19:28:00,1900-01-01 20:15:00,1900-01-01 20:25:00,0 days 01:15:00,0 days 00:57:00,0 days 00:28:00,False
2023-01-22,DD207,HS-DBY,Phitsanulok ,PHS,Bangkok ,DMK,1900-01-01 17:40:00,1900-01-01 17:59:00,1900-01-01 18:30:00,1900-01-01 18:35:00,0 days 00:50:00,0 days 00:36:00,0 days 00:19:00,False
2023-01-22,DD206,HS-DBY,Bangkok ,DMK,Phitsanulok ,PHS,1900-01-01 16:20:00,1900-01-01 16:40:00,1900-01-01 17:10:00,1900-01-01 17:17:00,0 days 00:50:00,0 days 00:37:00,0 days 00:20:00,False
2023-01-22,DD131,HS-DBY,Chiang Mai ,CNX,Bangkok ,DMK,1900-01-01 14:45:00,1900-01-01 15:01:00,1900-01-01 15:50:00,1900-01-01 15:51:00,0 days 01:05:00,0 days 00:50:00,0 days 00:16:00,False
2023-01-22,DD130,HS-DBY,Bangkok ,DMK,Chiang Mai ,CNX,1900-01-01 13:05:00,1900-01-01 13:24:00,1900-01-01 14:15:00,1900-01-01 14:16:00,0 days 01:10:00,0 days 00:52:00,0 days 00:19:00,False
2023-01-22,DD593,HS-DBY,Trang ,TST,Bangkok ,DMK,1900-01-01 11:15:00,1900-01-01 11:14:00,1900-01-01 12:35:00,1900-01-01 12:25:00,0 days 01:20:00,0 days 01:11:00,0 days 00:00:00,False
2023-01-22,DD592,HS-DBY,Bangkok ,DMK,Trang ,TST,1900-01-01 09:25:00,1900-01-01 09:25:00,1900-01-01 10:45:00,1900-01-01 10:35:00,0 days 01:20:00,0 days 01:10:00,0 days 00:00:00,False
